"name","handedness","height","weight","avg","HR","BMI","rand","adj_BMI","power","log10HR","lm","range"
"Tom Lawless","R",71,170,0.207,2,23.7075977,0.17,23.88,9.661835749,0.301029996,1.370029758,"healthy"
"Darrell Brown","B",72,184,0.274,1,24.95216049,0.5,25.45,3.649635036,0,1.466309136,"healthy"
"Manny Trillo","R",73,150,0.263,61,19.78795271,0.03,19.82,231.9391635,1.785329835,1.066806022,"healthy"
"Jackie Gutierrez","R",71,175,0.237,4,24.40487998,-0.02,24.39,16.87763713,0.602059991,1.423971515,"healthy"
"Jerry Kenney","L",73,170,0.237,7,22.42634641,-0.07,22.36,29.53586498,0.84509804,1.270912158,"healthy"
"Fred Kendall","R",73,185,0.234,31,24.40514168,-0.34,24.07,132.4786325,1.491361694,1.42399176,"healthy"
"Junior Kennedy","R",71,175,0.248,4,24.40487998,0.32,24.72,16.12903226,0.602059991,1.423971515,"healthy"
"Wilbur Howard","B",74,170,0.25,6,21.82432432,-0.39,21.44,24,0.77815125,1.224339729,"healthy"
"Rod Gilbreath","R",74,180,0.248,14,23.10810811,0.31,23.42,56.4516129,1.146128036,1.323653243,"healthy"
"Chris Speier","R",73,175,0.246,112,23.08594483,-0.18,22.91,455.2845528,2.049218023,1.321938692,"healthy"
"Gene Michael","B",74,183,0.229,15,23.49324324,0.22,23.71,65.50218341,1.176091259,1.353447297,"healthy"
"Vic Harris","B",71,165,0.217,13,23.01031541,-0.2,22.81,59.9078341,1.113943352,1.316088,"healthy"
"Mike Fischlin","R",73,165,0.22,3,21.76674798,-0.22,21.54,13.63636364,0.477121255,1.219885624,"healthy"
"Don Money","R",73,170,0.261,176,22.42634641,0.03,22.45,674.3295019,2.245512668,1.270912158,"healthy"
"Gil Garrido","R",69,150,0.237,1,22.14870825,-0.37,21.78,4.219409283,0,1.24943407,"healthy"
"Marty Perez","R",71,160,0.246,22,22.31303313,0.23,22.54,89.43089431,1.342422681,1.262146243,"healthy"
"Tom Matchick","L",73,173,0.215,4,22.82210546,-0.31,22.51,18.60465116,0.602059991,1.301528078,"healthy"
"Jack Perconte","L",70,160,0.27,2,22.95510204,0.27,23.22,7.407407407,0.301029996,1.311816694,"healthy"
"Ellie Hendricks","L",73,175,0.22,62,23.08594483,-0.38,22.71,281.8181818,1.792391689,1.321938692,"healthy"
"Jim Beauchamp","R",74,190,0.231,14,24.39189189,-0.49,23.91,60.60606061,1.146128036,1.422966757,"healthy"
"Tito Fuentes","B",71,175,0.268,45,24.40487998,-0.3,24.1,167.9104478,1.653212514,1.423971515,"healthy"
"Leo Cardenas","R",71,150,0.257,118,20.91846856,-0.23,20.69,459.1439689,2.071882007,1.154262728,"healthy"
"Art Shamsky","L",73,168,0.253,68,22.16250704,0.25,22.42,268.7747036,1.832508913,1.250501545,"healthy"
"Bill Russell","R",72,175,0.263,46,23.73167438,0.06,23.79,174.904943,1.662757832,1.37189233,"healthy"
"Darrel Chaney","B",74,188,0.217,14,24.13513514,0.32,24.45,64.51612903,1.146128036,1.403104054,"healthy"
"Ted Savage","R",73,185,0.233,34,24.40514168,0.24,24.65,145.9227468,1.531478917,1.42399176,"healthy"
"Pete Mackanin","R",74,190,0.226,30,24.39189189,-0.18,24.21,132.7433628,1.477121255,1.422966757,"healthy"
"Rich Dauer","R",72,180,0.257,43,24.40972222,0.32,24.73,167.3151751,1.633468456,1.424346111,"healthy"
"Rowland Office","L",72,170,0.259,32,23.05362654,-0.26,22.79,123.5521236,1.505149978,1.319438549,"healthy"
"Rick Leach","L",73,180,0.268,18,23.74554325,0.26,24,67.1641791,1.255272505,1.372965226,"healthy"
"Dwayne Murphy","L",73,185,0.246,166,24.40514168,0.3,24.7,674.796748,2.220108088,1.42399176,"healthy"
"Larry Harlow","L",74,185,0.248,12,23.75,-0.13,23.62,48.38709677,1.079181246,1.37331,"healthy"
"Jerry Mumphrey","B",74,185,0.289,70,23.75,-0.25,23.5,242.2145329,1.84509804,1.37331,"healthy"
"Ron Davis","R",72,175,0.233,10,23.73167438,-0.31,23.42,42.91845494,1,1.37189233,"healthy"
"Mike Shannon","R",75,195,0.255,68,24.37066667,0.44,24.81,266.6666667,1.832508913,1.421324774,"healthy"
"Jason Thompson","L",76,200,0.261,208,24.34210526,-0.28,24.07,796.9348659,2.318063335,1.419115263,"healthy"
"Wayne Tolleson","B",69,160,0.241,9,23.6252888,0.14,23.76,37.34439834,0.954242509,1.363662342,"healthy"
"Ed Romero","R",71,160,0.247,8,22.31303313,0.36,22.67,32.38866397,0.903089987,1.262146243,"healthy"
"Cecil Cooper","L",74,165,0.298,241,21.18243243,0.43,21.61,808.7248322,2.382017043,1.174682973,"healthy"
"Bill Almon","R",75,180,0.254,36,22.496,-0.13,22.36,141.7322835,1.556302501,1.27630056,"healthy"
"Jerry Terrell","R",71,165,0.253,4,23.01031541,0.31,23.32,15.81027668,0.602059991,1.316088,"healthy"
"Curt Ford","L",70,150,0.245,7,21.52040816,-0.03,21.49,28.57142857,0.84509804,1.200828775,"healthy"
"Jerry Dybzinski","R",74,180,0.234,3,23.10810811,0.1,23.21,12.82051282,0.477121255,1.323653243,"healthy"
"Bob Burda","L",71,174,0.224,13,24.26542353,0.35,24.62,58.03571429,1.113943352,1.413183164,"healthy"
"Dave Rader","L",71,165,0.257,30,23.01031541,-0.3,22.71,116.7315175,1.477121255,1.316088,"healthy"
"Ron Gardenhire","R",72,175,0.232,4,23.73167438,0.4,24.13,17.24137931,0.602059991,1.37189233,"healthy"
"Alan Bannister","R",71,170,0.27,19,23.7075977,-0.2,23.51,70.37037037,1.278753601,1.370029758,"healthy"
"Ken Harrelson","R",74,190,0.239,131,24.39189189,-0.49,23.9,548.1171548,2.117271296,1.422966757,"healthy"
"Bobby Wine","R",73,187,0.215,30,24.66898105,0.11,24.78,139.5348837,1.477121255,1.444402374,"healthy"
"Chico Ruiz","B",72,169,0.24,2,22.91801698,0.09,23.01,8.333333333,0.301029996,1.308947794,"healthy"
"Doug Frobel","L",76,196,0.201,20,23.85526316,0.01,23.87,99.50248756,1.301029996,1.381453158,"healthy"
"Luis Melendez","R",72,165,0.248,9,22.3755787,0.33,22.71,36.29032258,0.954242509,1.266984768,"healthy"
"Buck Rodgers","B",74,190,0.232,31,24.39189189,0.34,24.73,133.6206897,1.491361694,1.422966757,"healthy"
"Phil Niekro","R",73,180,0.169,7,23.74554325,-0.42,23.33,41.42011834,0.84509804,1.372965226,"healthy"
"Brian Asselstine","L",73,175,0.254,12,23.08594483,-0.2,22.89,47.24409449,1.079181246,1.321938692,"healthy"
"Rick Miller","L",72,175,0.269,28,23.73167438,-0.08,23.65,104.0892193,1.447158031,1.37189233,"healthy"
"Ed Charles","R",70,170,0.263,86,24.38979592,0.48,24.87,326.9961977,1.934498451,1.422804612,"healthy"
"Tony Conigliaro","R",75,185,0.264,166,23.12088889,-0.23,22.89,628.7878788,2.220108088,1.324641965,"healthy"
"Jerry Remy","L",69,165,0.275,7,24.36357908,0.34,24.7,25.45454545,0.84509804,1.420776478,"healthy"
"Frank Duffy","R",73,180,0.232,26,23.74554325,0.29,24.04,112.0689655,1.414973348,1.372965226,"healthy"
"Tom O'Malley","L",72,180,0.256,13,24.40972222,-0.28,24.13,50.78125,1.113943352,1.424346111,"healthy"
"Denny Doyle","L",69,175,0.25,16,25.84015963,0.07,25.91,64,1.204119983,1.535004749,"overweight"
"Mike Ryan","R",74,205,0.193,28,26.31756757,-0.33,25.99,145.0777202,1.447158031,1.571937027,"overweight"
"Fritz Peterson","B",72,185,0.159,2,25.08777006,0.01,25.1,12.57861635,0.301029996,1.476799892,"overweight"
"Dick Bertell","R",72,200,0.25,10,27.12191358,0.34,27.46,40,1,1.634161235,"overweight"
"Juan Bonilla","R",69,170,0.256,7,25.10186936,0.07,25.18,27.34375,0.84509804,1.477890614,"overweight"
"Frank Tepedino","L",71,185,0.241,6,25.79944455,-0.33,25.47,24.89626556,0.77815125,1.53185503,"overweight"
"Darrell Evans","L",74,200,0.248,414,25.67567568,0.1,25.78,1669.354839,2.617000341,1.522280271,"overweight"
"Buck Martinez","R",70,190,0.225,58,27.25918367,0.46,27.71,257.7777778,1.763427994,1.644780449,"overweight"
"John Wockenfuss","R",72,190,0.262,86,25.7658179,-0.22,25.54,328.2442748,1.934498451,1.529253673,"overweight"
"Pete Rose","B",71,192,0.303,160,26.77563975,0.33,27.11,528.0528053,2.204119983,1.607373491,"overweight"
"Danny Walton","R",72,195,0.223,28,26.44386574,-0.07,26.37,125.5605381,1.447158031,1.581707454,"overweight"
"Bobby Cox","R",71,180,0.225,9,25.10216227,-0.11,25,40,0.954242509,1.477913273,"overweight"
"Jeff Newman","R",74,215,0.224,63,27.60135135,-0.22,27.38,281.25,1.799340549,1.67125054,"overweight"
"Gene Clines","R",69,170,0.277,5,25.10186936,0.24,25.35,18.05054152,0.698970004,1.477890614,"overweight"
"Jerry Buchek","R",71,185,0.22,22,25.79944455,0.32,26.12,100,1.342422681,1.53185503,"overweight"
"Gary Nolan","R",74,197,0.138,1,25.29054054,-0.04,25.25,7.246376812,0,1.492486216,"overweight"
"Fred Whitfield","L",73,190,0.253,108,25.0647401,-0.17,24.9,426.8774704,2.033423755,1.475018294,"overweight"
"Larry Dierker","R",76,215,0.136,4,26.16776316,-0.19,25.97,29.41176471,0.602059991,1.560348158,"overweight"
"Dave Skaggs","R",74,200,0.241,3,25.67567568,0.45,26.13,12.44813278,0.477121255,1.522280271,"overweight"
"Eric Soderholm","R",71,187,0.264,102,26.07835747,0.31,26.39,386.3636364,2.008600172,1.553431734,"overweight"
"Ted Ford","R",70,180,0.219,17,25.8244898,-0.35,25.47,77.62557078,1.230448921,1.533792531,"overweight"
"Bo Diaz","R",71,185,0.255,87,25.79944455,0.06,25.86,341.1764706,1.939519253,1.53185503,"overweight"
"Bump Wills","B",69,172,0.266,36,25.39718547,0.26,25.66,135.3383459,1.556302501,1.500736268,"overweight"
"Pat Putnam","L",72,205,0.255,63,27.79996142,0.44,28.24,247.0588235,1.799340549,1.686615015,"overweight"
"Chris Chambliss","L",73,195,0.279,185,25.72433853,-0.28,25.44,663.0824373,2.267171728,1.526044829,"overweight"
"Jeffrey Leonard","R",74,200,0.266,144,25.67567568,0.45,26.13,541.3533835,2.158362492,1.522280271,"overweight"
"Rich Rollins","R",70,185,0.269,77,26.54183673,0.29,26.83,286.2453532,1.886490725,1.589286489,"overweight"
"Walt Bond","L",79,228,0.256,41,25.68242269,-0.49,25.2,160.15625,1.612783857,1.522802219,"overweight"
"Merv Rettenmund","R",70,190,0.271,66,27.25918367,-0.18,27.08,243.5424354,1.819543936,1.644780449,"overweight"
"Walt Williams","R",66,165,0.27,33,26.62878788,0.3,26.93,122.2222222,1.51851394,1.59601303,"overweight"
"Jerry Koosman","R",74,205,0.119,2,26.31756757,0.14,26.46,16.80672269,0.301029996,1.571937027,"overweight"
"Joe Azcue","R",72,190,0.252,50,25.7658179,-0.44,25.32,198.4126984,1.698970004,1.529253673,"overweight"
"Elliott Maddox","R",71,180,0.261,18,25.10216227,0.02,25.12,68.96551724,1.255272505,1.477913273,"overweight"
"Rusty Torres","B",70,175,0.212,35,25.10714286,0.22,25.33,165.0943396,1.544068044,1.478298572,"overweight"
"John Stearns","R",72,185,0.26,46,25.08777006,-0.26,24.82,176.9230769,1.662757832,1.476799892,"overweight"
"Ken Singleton","B",76,210,0.282,246,25.55921053,0.01,25.57,872.3404255,2.390935107,1.513270527,"overweight"
"Jim Fairey","L",70,190,0.235,7,27.25918367,-0.31,26.95,29.78723404,0.84509804,1.644780449,"overweight"
"Floyd Robinson","L",69,175,0.283,67,25.84015963,0.16,26,236.7491166,1.826074803,1.535004749,"overweight"
"Steve Jeltz","B",71,180,0.21,5,25.10216227,-0.18,24.92,23.80952381,0.698970004,1.477913273,"overweight"
"Joe Lovitto","B",72,185,0.216,4,25.08777006,0.28,25.37,18.51851852,0.602059991,1.476799892,"overweight"
"Wayne Comer","R",70,175,0.229,16,25.10714286,0.37,25.48,69.86899563,1.204119983,1.478298572,"overweight"
"Ed Spiezio","R",71,180,0.238,39,25.10216227,-0.18,24.92,163.8655462,1.591064607,1.477913273,"overweight"
"Steve Swisher","R",74,205,0.216,20,26.31756757,-0.15,26.16,92.59259259,1.301029996,1.571937027,"overweight"
"Willie Crawford","L",73,197,0.268,86,25.98817789,0.1,26.09,320.8955224,1.934498451,1.546455442,"overweight"
"Willie Norwood","R",72,185,0.242,18,25.08777006,-0.11,24.98,74.38016529,1.255272505,1.476799892,"overweight"
"Joe Lahoud","L",73,198,0.223,65,26.12009758,-0.25,25.87,291.4798206,1.812913357,1.556660749,"overweight"
"Dave McKay","B",73,195,0.229,21,25.72433853,-0.45,25.27,91.70305677,1.322219295,1.526044829,"overweight"
"Sal Butera","R",72,190,0.227,8,25.7658179,-0.44,25.33,35.24229075,0.903089987,1.529253673,"overweight"
"Darryl Motley","R",69,196,0.243,44,28.94097879,0.47,29.41,181.0699588,1.643452676,1.774884119,"overweight"
"Johnny Oates","L",71,188,0.25,14,26.21781393,-0.15,26.07,56,1.146128036,1.564220086,"overweight"
"Ron Santo","R",72,190,0.277,342,25.7658179,0.37,26.13,1234.65704,2.534026106,1.529253673,"overweight"
"Jim Ray Hart","R",71,185,0.278,170,25.79944455,-0.18,25.62,611.5107914,2.230448921,1.53185503,"overweight"
"Marc Hill","R",75,205,0.223,34,25.62044444,-0.05,25.57,152.4663677,1.531478917,1.518007582,"overweight"
"Andy Etchebarren","R",73,190,0.235,49,25.0647401,0.07,25.14,208.5106383,1.69019608,1.475018294,"overweight"
"Junior Moore","R",71,185,0.264,7,25.79944455,0.27,26.07,26.51515152,0.84509804,1.53185503,"overweight"
"Chris Brown","R",72,185,0.269,38,25.08777006,0.03,25.12,141.2639405,1.579783597,1.476799892,"overweight"
"Al Bumbry","L",68,170,0.281,54,25.84558824,-0.07,25.78,192.1708185,1.73239376,1.535424706,"overweight"
"Ed Kranepool","L",75,205,0.261,118,25.62044444,-0.46,25.16,452.1072797,2.071882007,1.518007582,"overweight"
"Bucky Dent","R",69,170,0.247,40,25.10186936,0.25,25.35,161.9433198,1.602059991,1.477890614,"overweight"
"Tony Gonzalez","L",69,170,0.286,103,25.10186936,-0.49,24.61,360.1398601,2.012837225,1.477890614,"overweight"
"Larry Haney","R",74,195,0.215,12,25.03378378,-0.14,24.9,55.81395349,1.079181246,1.472623513,"overweight"
"Gary Roenicke","R",75,205,0.247,121,25.62044444,-0.23,25.39,489.8785425,2.08278537,1.518007582,"overweight"
"Don Lock","R",74,195,0.238,122,25.03378378,-0.17,24.87,512.605042,2.086359831,1.472623513,"overweight"
"Hal McRae","R",71,180,0.29,191,25.10216227,0.12,25.22,658.6206897,2.281033367,1.477913273,"overweight"
"Dave Roberts","R",75,215,0.239,49,26.87022222,0.3,27.17,205.0209205,1.69019608,1.614690391,"overweight"
"Charlie Spikes","R",75,215,0.246,65,26.87022222,0.2,27.07,264.2276423,1.812913357,1.614690391,"overweight"
"Duffy Dyer","R",72,187,0.221,30,25.3589892,0.05,25.41,135.7466063,1.477121255,1.497781405,"overweight"
"Wayne Gross","L",74,210,0.233,121,26.95945946,0.09,27.05,519.3133047,2.08278537,1.621593784,"overweight"
"Mike Champion","R",72,185,0.229,2,25.08777006,-0.25,24.84,8.733624454,0.301029996,1.476799892,"overweight"
"Horace Clarke","B",69,170,0.256,27,25.10186936,-0.03,25.08,105.46875,1.431363764,1.477890614,"overweight"
"Larry Cox","R",70,178,0.221,12,25.53755102,0.1,25.63,54.29864253,1.079181246,1.511594947,"overweight"
"Rick Bosetti","R",71,185,0.25,17,25.79944455,0.33,26.13,68,1.230448921,1.53185503,"overweight"
"Ron Pruitt","R",72,185,0.269,12,25.08777006,0.45,25.54,44.60966543,1.079181246,1.476799892,"overweight"
"Angel Mangual","R",70,178,0.245,22,25.53755102,0.18,25.71,89.79591837,1.342422681,1.511594947,"overweight"
"Ken Gerhart","R",72,190,0.221,24,25.7658179,0.32,26.09,108.5972851,1.380211242,1.529253673,"overweight"
"Mike Hershberger","R",70,175,0.252,26,25.10714286,-0.42,24.68,103.1746032,1.414973348,1.478298572,"overweight"
"Jim French","L",68,180,0.196,5,27.36591696,-0.3,27.07,25.51020408,0.698970004,1.653037336,"overweight"
"Aurelio Rodriguez","R",70,180,0.237,124,25.8244898,-0.04,25.78,523.2067511,2.093421685,1.533792531,"overweight"
"Sal Bando","R",72,195,0.254,242,26.44386574,0.43,26.87,952.7559055,2.383815366,1.581707454,"overweight"
"George Mitterwald","R",74,195,0.236,76,25.03378378,-0.48,24.56,322.0338983,1.880813592,1.472623513,"overweight"
"Mike Tyson","R",69,170,0.241,27,25.10186936,-0.35,24.76,112.033195,1.431363764,1.477890614,"overweight"
"Duane Josephson","R",72,190,0.258,23,25.7658179,0.13,25.89,89.14728682,1.361727836,1.529253673,"overweight"
"Duane Walker","L",72,185,0.229,24,25.08777006,0.03,25.12,104.8034934,1.380211242,1.476799892,"overweight"
"Roger Freed","R",72,190,0.245,22,25.7658179,-0.13,25.64,89.79591837,1.342422681,1.529253673,"overweight"
"Terry Whitfield","L",73,197,0.281,33,25.98817789,0.44,26.42,117.4377224,1.51851394,1.546455442,"overweight"
"Dave Engle","R",75,210,0.262,31,26.24533333,-0.2,26.04,118.3206107,1.491361694,1.566348986,"overweight"
"Mike Easler","L",72,190,0.293,118,25.7658179,0.03,25.8,402.7303754,2.071882007,1.529253673,"overweight"
"Rick Sweet","B",73,200,0.234,6,26.38393695,-0.39,26,25.64102564,0.77815125,1.577071362,"overweight"
"Thurman Munson","R",71,190,0.292,113,26.49672684,0.27,26.77,386.9863014,2.053078443,1.585796788,"overweight"
"Ron Hunt","R",72,186,0.273,39,25.22337963,0.09,25.31,142.8571429,1.591064607,1.487290648,"overweight"
"Joe Keough","L",72,185,0.246,9,25.08777006,0.42,25.51,36.58536585,0.954242509,1.476799892,"overweight"
"Vic Correll","R",70,185,0.229,29,26.54183673,0.32,26.86,126.6375546,1.462397998,1.589286489,"overweight"
"Tony Solaita","L",72,210,0.255,50,28.47800926,-0.02,28.45,196.0784314,1.698970004,1.739068796,"overweight"
"Joe Foy","R",72,215,0.248,58,29.1560571,0.37,29.53,233.8709677,1.763427994,1.791522577,"overweight"
"Leroy Stanton","R",73,195,0.244,77,25.72433853,-0.43,25.29,315.5737705,1.886490725,1.526044829,"overweight"
"Glenn Burke","R",72,195,0.237,2,26.44386574,0.44,26.88,8.438818565,0.301029996,1.581707454,"overweight"
"Tom Hutton","L",71,180,0.248,22,25.10216227,-0.07,25.03,88.70967742,1.342422681,1.477913273,"overweight"
"Tom Paciorek","R",76,215,0.282,86,26.16776316,-0.17,25.99,304.964539,1.934498451,1.560348158,"overweight"
"Bob Montgomery","R",73,195,0.258,23,25.72433853,-0.48,25.24,89.14728682,1.361727836,1.526044829,"overweight"
"Jeff Burroughs","R",73,200,0.261,240,26.38393695,0.34,26.72,919.5402299,2.380211242,1.577071362,"overweight"
"Jim Norris","L",70,175,0.264,7,25.10714286,0.11,25.22,26.51515152,0.84509804,1.478298572,"overweight"
"George Vukovich","L",72,198,0.268,27,26.85069444,-0.4,26.45,100.7462687,1.431363764,1.613179722,"overweight"
"Al Cowens","R",73,197,0.27,108,25.98817789,-0.49,25.5,400,2.033423755,1.546455442,"overweight"
"Al Oliver","L",72,195,0.303,219,26.44386574,0.49,26.94,722.7722772,2.340444115,1.581707454,"overweight"
"Dave Hilton","R",71,191,0.213,6,26.6361833,-0.03,26.6,28.16901408,0.77815125,1.59658514,"overweight"
"Carmen Fanzone","R",72,200,0.224,20,27.12191358,-0.24,26.89,89.28571429,1.301029996,1.634161235,"overweight"
"Gary Allenson","R",71,185,0.221,19,25.79944455,0.12,25.92,85.97285068,1.278753601,1.53185503,"overweight"
"Milt May","L",72,190,0.263,77,25.7658179,0.07,25.83,292.7756654,1.886490725,1.529253673,"overweight"
"Jim Nettles","L",72,186,0.22,16,25.22337963,-0.17,25.06,72.72727273,1.204119983,1.487290648,"overweight"
"Chris Cannizzaro","R",72,190,0.235,18,25.7658179,-0.1,25.67,76.59574468,1.255272505,1.529253673,"overweight"
"Larry Biittner","L",74,205,0.273,29,26.31756757,-0.31,26.01,106.2271062,1.462397998,1.571937027,"overweight"
"Andy Messersmith","R",73,200,0.17,5,26.38393695,0.29,26.68,29.41176471,0.698970004,1.577071362,"overweight"
"Richie Zisk","R",73,200,0.287,207,26.38393695,0.26,26.64,721.2543554,2.315970345,1.577071362,"overweight"
"Dave Chalk","R",70,175,0.252,15,25.10714286,0.12,25.23,59.52380952,1.176091259,1.478298572,"overweight"
"Don Baylor","R",73,190,0.26,338,25.0647401,-0.01,25.06,1300,2.5289167,1.475018294,"overweight"
"Bill Fahey","L",72,200,0.241,7,27.12191358,-0.28,26.84,29.04564315,0.84509804,1.634161235,"overweight"
"Doug Camilli","R",71,195,0.199,18,27.19400913,-0.25,26.95,90.45226131,1.255272505,1.639738546,"overweight"
"Bruce Bochy","R",75,205,0.239,26,25.62044444,-0.04,25.58,108.7866109,1.414973348,1.518007582,"overweight"
"Claudell Washington","L",72,190,0.278,164,25.7658179,-0.09,25.68,589.9280576,2.214843848,1.529253673,"overweight"
"John Mayberry","L",75,215,0.253,255,26.87022222,-0.18,26.69,1007.905138,2.40654018,1.614690391,"overweight"
"Kevin Bell","R",72,195,0.222,13,26.44386574,0.01,26.45,58.55855856,1.113943352,1.581707454,"overweight"
"Tom Nieto","R",73,193,0.205,5,25.46049916,-0.09,25.37,24.3902439,0.698970004,1.505634215,"overweight"
"Duke Sims","L",74,197,0.239,100,25.29054054,0.4,25.69,418.4100418,2,1.492486216,"overweight"
"Larvell Blanks","R",68,167,0.253,20,25.38948962,-0.01,25.38,79.0513834,1.301029996,1.500140917,"overweight"
"Steve Yeager","R",72,190,0.228,102,25.7658179,-0.25,25.51,447.3684211,2.008600172,1.529253673,"overweight"
"Danny Goodwin","L",73,195,0.236,13,25.72433853,0.37,26.1,55.08474576,1.113943352,1.526044829,"overweight"
"John Hale","L",74,195,0.201,14,25.03378378,-0.16,24.87,69.65174129,1.146128036,1.472623513,"overweight"
"Pedro Garcia","R",70,175,0.22,37,25.10714286,-0.48,24.62,168.1818182,1.568201724,1.478298572,"overweight"
"Ike Brown","R",72,190,0.256,20,25.7658179,-0.49,25.27,78.125,1.301029996,1.529253673,"overweight"
"Glenn Borgmann","R",76,210,0.229,16,25.55921053,-0.03,25.53,69.86899563,1.204119983,1.513270527,"overweight"
"Lamar Johnson","R",74,215,0.287,64,27.60135135,-0.39,27.21,222.9965157,1.806179974,1.67125054,"overweight"
"Manny Sanguillen","R",72,193,0.296,65,26.1726466,-0.19,25.98,219.5945946,1.812913357,1.560725941,"overweight"
"Gates Brown","L",71,220,0.257,84,30.68042055,0.35,31.03,326.848249,1.924279286,1.909447334,"overweight"
"Billy North","B",71,185,0.261,20,25.79944455,0.16,25.96,76.62835249,1.301029996,1.53185503,"overweight"
"Frank Fernandez","R",72,185,0.199,39,25.08777006,0.11,25.2,195.9798995,1.591064607,1.476799892,"overweight"
"Bombo Rivera","R",70,187,0.265,10,26.82877551,0.36,27.19,37.73584906,1,1.611484073,"overweight"
"Steve Brye","R",72,190,0.258,30,25.7658179,0.29,26.06,116.2790698,1.477121255,1.529253673,"overweight"
"Ron Jackson","R",72,200,0.259,56,27.12191358,0.25,27.37,216.2162162,1.748188027,1.634161235,"overweight"
"Ray Webster","L",72,185,0.244,17,25.08777006,0.26,25.35,69.67213115,1.230448921,1.476799892,"overweight"
"Bob Kearney","R",72,190,0.233,27,25.7658179,-0.45,25.32,115.8798283,1.431363764,1.529253673,"overweight"
"Dick Dietz","R",73,195,0.261,66,25.72433853,-0.13,25.59,252.8735632,1.819543936,1.526044829,"overweight"
"Mickey Brantley","R",70,180,0.259,32,25.8244898,-0.1,25.72,123.5521236,1.505149978,1.533792531,"overweight"
"Dick Billings","R",73,195,0.227,16,25.72433853,0.43,26.15,70.4845815,1.204119983,1.526044829,"overweight"
"Burt Hooton","R",73,210,0.123,4,27.7031338,-0.47,27.23,32.5203252,0.602059991,1.679124431,"overweight"
"Jim Sundberg","R",72,190,0.248,95,25.7658179,0.27,26.04,383.0645161,1.977723605,1.529253673,"overweight"
"Andy Kosco","R",75,205,0.236,73,25.62044444,0.27,25.89,309.3220339,1.86332286,1.518007582,"overweight"
"Steve Huntz","B",73,204,0.206,16,26.91161569,-0.17,26.74,77.66990291,1.204119983,1.61789259,"overweight"
"Joe Hague","L",72,195,0.239,40,26.44386574,-0.13,26.31,167.3640167,1.602059991,1.581707454,"overweight"
"Ed Herrmann","L",73,195,0.24,80,25.72433853,-0.17,25.55,333.3333333,1.903089987,1.526044829,"overweight"
"Bob Molinaro","L",72,190,0.264,14,25.7658179,-0.38,25.38,53.03030303,1.146128036,1.529253673,"overweight"
"Mike Diaz","R",74,195,0.247,31,25.03378378,-0.41,24.62,125.5060729,1.491361694,1.472623513,"overweight"
"Alan Knicely","R",72,190,0.213,12,25.7658179,0.01,25.78,56.33802817,1.079181246,1.529253673,"overweight"
"Tim Laudner","R",75,212,0.225,77,26.49528889,-0.04,26.45,342.2222222,1.886490725,1.585685549,"overweight"
"Jose Morales","R",71,187,0.287,26,26.07835747,-0.34,25.74,90.59233449,1.414973348,1.553431734,"overweight"
"Juan Marichal","R",72,185,0.165,4,25.08777006,0.09,25.18,24.24242424,0.602059991,1.476799892,"overweight"
